Datum,Kategorie,Name,Studierendenpreis,Preis andere,Nutriscore,Krokette
2024-10-14,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,0
2024-10-14,Beilage 2,Schwenkkartoffeln,"0,64 €","1,25 €",C,0
2024-10-14,Dessert 1,Joghurt mit Ananas,"0,52 €","1,01 €",A,0
2024-10-14,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-10-14,Gemüse 1,Brokkoli,"0,76 €","1,48 €",A,0
2024-10-14,Gemüse 2,Leipziger Allerlei,"0,58 €","1,13 €",A,0
2024-10-14,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-14,Suppe,Kartoffelsuppe,"0,42 €","0,82 €",A,0
2024-10-15,Eintopf,Pürierter Kartoffeleintopf mit frischer Blattpetersilie,"1,90 €","3,71 €",A,0
2024-10-15,Essen 1,Spaghetti al Limone mit gerösteten Mandeln und Parmesan,"1,74 €","3,39 €",A,0
2024-10-15,Essen 2,Gebratenes Buntbarschfilet mit Thai-Green Soße,"2,72 €","5,30 €",A,0
2024-10-15,Vegan,Frühlingsrolle mit Gemüsefüllung und chinesischer Bratensoße,"2,10 €","4,30 €",B,0
2024-10-15,Wok-/Grill,"""Pimp Your Burger"" - Rindfleischpatty mit Salat, unserer Haussoße, Pommes frites und Toppings nach Wahl","6,08 €","7,95 €",D,0
2024-10-15,Beilage 1,Reis,"0,46 €","0,90 €",A,0
2024-10-15,Beilage 2,Nudeln mit Gemüse,"0,54 €","1,05 €",A,0
2024-10-15,Dessert 1,Schokopudding,"0,60 €","1,17 €",C,0
2024-10-15,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-10-15,Gemüse 1,Blumenkohl,"0,42 €","0,82 €",A,0
2024-10-15,Gemüse 2,Karottenscheiben,"0,36 €","0,70 €",A,0
2024-10-15,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-15,Suppe,Brokkolisuppe,"0,36 €","0,70 €",A,0
2024-10-16,Aktion,"Ramen - Nudelsuppe mit Soja, Miso, Mu-Err Pilzen, Nori Blätter, Pak Choi, Ei, Ingwer, Sprossen und gebackenem Tofu","3,24 €","5,11 €",A,0
2024-10-16,Eintopf,"Weißer Bohneneintopf ""Serbische Art""","1,86 €","3,63 €",A,0
2024-10-16,Essen 1,Hähnchenflügel Asiasoße Komp.,"2,16 €","4,21 €",D,0
2024-10-16,Essen 2,Lummerbraten vom Schwein mit grüner Pfeffersoße,"2,22 €","4,33 €",A,0
2024-10-16,Vegan,"Penne ""Primavera"" mit buntem Gemüse","1,72 €","3,35 €",B,0
2024-10-16,Wok-/Grill,"Miso Ramen - Nudelsuppe mit Rinderhüfte, Shii-Take u. Mu-Err Pilzen, Nori-Blätter, Soja, Sesam, Ingwer und Koriander","4,92 €","6,79 €",A,0
2024-10-16,Beilage 1,Kroketten,"0,62 €","1,21 €",C,1
2024-10-16,Dessert 1,Schokopudding,"0,60 €","1,17 €",C,0
2024-10-16,Dessert 1,Waldbeerjoghurt,"0,52 €","1,01 €",B,0
2024-10-16,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-10-16,Gemüse 1,Delikatessbohnen,"0,44 €","0,86 €",A,0
2024-10-16,Gemüse 2,Balkangemüse,"0,46 €","0,90 €",A,0
2024-10-16,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-16,Suppe,Karotten-Ingwersuppe,"0,40 €","0,78 €",A,0
2024-10-17,Eintopf,Gemüse-Nudeltopf mit veganem Ei,"1,88 €","3,67 €",A,0
2024-10-17,Essen 1,"""Mac & Cheese"" - Maccaroni mit Cashewkernen und Käsesoße","1,96 €","3,82 €",C,0
2024-10-17,Essen 2,Hausgemachte Frikadelle mit Champignonrahmsoße,"2,64 €","5,15 €",B,0
2024-10-17,Vegan,Kartoffel Wirsing Stampf mit Green Mountain Balls,"2,74 €","5,34 €",A,0
2024-10-17,Wok-/Grill,"""Powerfood Salatbowl"" mit Hähnchenstreifen in Chili-Kokosrahm auf verschiedenen Salaten und einem Dressing","3,94 €","5,81 €",B,0
2024-10-17,Beilage 1,Reisnudeln,"0,38 €","0,74 €",A,0
2024-10-17,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-10-17,Dessert 1,Buttermilchdessert Mango,"0,72 €","1,40 €",B,0
2024-10-17,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-10-17,Gemüse 1,Erbsen,"0,48 €","0,94 €",A,0
2024-10-17,Gemüse 2,Ratatouille Gemüse,"0,46 €","0,90 €",A,0
2024-10-17,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-17,Suppe,Petersilienwurzelsuppe,"0,76 €","1,48 €",A,0
2024-10-18,Eintopf,Kichererbsen-Tomateneintopf,"1,46 €","3,33 €",A,0
2024-10-18,Essen 1,Currywurstpfanne mit Paprika und Zwiebeln,"1,90 €","3,71 €",C,0
2024-10-18,Essen 2,Frutti di Mare mit Farfalle,"2,74 €","5,22 €",A,0
2024-10-18,Vegan,Pasta Protein Pfanne,"2,26 €","4,45 €",A,0
2024-10-18,Wok-/Grill,American Pancakes mit Beerenobst und Vanillesoße,"3,20 €","5,07 €",C,0
2024-10-18,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,0
2024-10-18,Beilage 2,Reis mit Gemüse,"0,60 €","1,17 €",A,0
2024-10-18,Dessert 1,Grießpudding mit Himbeeren,"0,46 €","0,90 €",C,0
2024-10-18,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-10-18,Gemüse 1,Kaisergemüse,"0,48 €","0,94 €",A,0
2024-10-18,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-18,Suppe,Kräutersuppe,"0,42 €","0,82 €",B,0
2024-10-21,Eintopf,"""Blumenkohleintopf mit Kartoffeln und Kichererbsen""","1,64 €","3,20 €",A,0
2024-10-21,Essen 1,Semmelknödel mit Waldpilzen,"1,92 €","3,74 €",B,0
2024-10-21,Essen 2,Mediterrane Hackfleisch-Nudel -Pfanne mit Gemüse und Tomaten,"3,00 €","5,90 €",A,0
2024-10-21,Vegan,Gefüllte Frühlingsrolle an Sweet Chilisoße,"1,60 €","3,12 €",B,0
2024-10-21,Wok-/Grill,"""Pierogi"" mit Kartoffel-Quarkfüllung, Gemüsestiften und Schnittlauch-Crème-fraîche","2,74 €","4,61 €",C,0
2024-10-21,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,0
2024-10-21,Beilage 2,Reis mit Gemüse,"0,60 €","1,17 €",A,0
2024-10-21,Dessert 1,Erdbeercremejoghurt,"0,46 €","0,90 €",B,0
2024-10-21,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-10-21,Gemüse 1,Brokkoli,"0,76 €","1,48 €",A,0
2024-10-21,Gemüse 2,Balkangemüse,"0,46 €","0,90 €",A,0
2024-10-21,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-21,Suppe,Kohlrabicremesuppe,"0,50 €","0,98 €",A,0
2024-10-22,Eintopf,Unser Bestseller: Ungarische Gulaschsuppe,"3,28 €","6,40 €",A,0
2024-10-22,Essen 1,"Penne ""Mykonos"" mit Gemüse und Hirtenkäse","1,66 €","3,24 €",A,0
2024-10-22,Essen 2,Rotbarschfilet mit Rahmgemüse,"2,20 €","4,29 €",A,0
2024-10-22,Vegan,Sojastreifen Budapest mit Paprikastreifen und Tomate,"1,92 €","3,74 €",A,0
2024-10-22,Wok-/Grill,"""Pimp your Burger"" - Kross gebratenes Gemüse-Patty mit Pommes frites und Toppings nach Wahl","5,82 €","7,69 €",C,0
2024-10-22,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-10-22,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-10-22,Dessert 1,Grießpudding mit Himbeeren,"0,74 €","1,44 €",C,0
2024-10-22,Dessert Gläser,Dessert im Glas,---,---,C,0
2024-10-22,Gemüse 1,Delikatessbohnen,"0,44 €","0,86 €",A,0
2024-10-22,Gemüse 2,Kaisergemüse,"0,48 €","0,94 €",A,0
2024-10-22,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-22,Suppe,Champignonsuppe,"0,40 €","0,66 €",A,0
2024-10-23,Eintopf,Linseneintopf,"1,54 €","3,28 €",A,0
2024-10-23,Essen 1,Kartoffel-Spitzkohlpfanne mit Walnuss-Apfeldip,"1,84 €","3,59 €",B,0
2024-10-23,Essen 2,Schweinegulasch Toskana im Reisrand,"2,90 €","5,66 €",A,0
2024-10-23,Vegan,"Pommes frites ""Street Food Style"" mit Sojabolognese","2,06 €","4,01 €",B,0
2024-10-23,Wok-/Grill,"""Gong Bao Chicken"" - Traditionelles chinesisches Wok-Gericht aus der Szechuan-Küche mit Reis","3,82 €","5,69 €",A,0
2024-10-23,Beilage 1,Reis,"0,46 €","0,90 €",A,0
2024-10-23,Beilage 2,Pommes frites,"0,60 €","1,17 €",C,0
2024-10-23,Dessert 1,Quark mit Erdbeeren,"0,72 €","1,40 €",A,0
2024-10-23,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-10-23,Gemüse 1,Erbsen,"0,48 €","0,94 €",A,0
2024-10-23,Gemüse 2,Mexicogemüse,"0,64 €","1,25 €",A,0
2024-10-23,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-23,Suppe,Brokkolisuppe,"0,34 €","0,66 €",A,0
2024-10-24,Eintopf,"Afrikanischer Ananas-Erdnuß-Eintopf ""planted.""","2,56 €","4,99 €",A,0
2024-10-24,Essen 1,"Gebratener Reis mit Gemüse, Ei und Hähncheninnenfilet","2,02 €","3,94 €",A,0
2024-10-24,Essen 2,"""Pulled-Porkpfanne BBQ"" mit Paprika und Zwiebeln","2,34 €","4,56 €",A,0
2024-10-24,Vegan,Hausgemachte Linsenlasagne mit Tomatensoße,"2,14 €","4,17 €",A,0
2024-10-24,Wok-/Grill,"""Pakora ""Gebackenes Tilapiafilet auf Indische Art mit Gemüsereis und Joghurt-Minzdip","3,26 €","5,13 €",A,0
2024-10-24,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,0
2024-10-24,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-10-24,Dessert 1,Rote Grütze mit Vanillesoße,"0,78 €","1,52 €",C,0
2024-10-24,Dessert Gläser,Dessert im Glas,---,---,C,0
2024-10-24,Gemüse 1,Fingerkarotten,"0,44 €","0,86 €",A,0
2024-10-24,Gemüse 2,Blumenkohl,"0,44 €","0,85 €",A,0
2024-10-24,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-24,Suppe,Tomatencremesuppe,"0,38 €","0,74 €",B,0
2024-10-25,Eintopf,"Möhren ""Durcheinander""","1,78 €","3,47 €",A,0
2024-10-25,Essen 1,Warmer Kaiserschmarren mit Vanillesoße,"1,52 €","2,96 €",C,0
2024-10-25,Essen 2,Zwei Kutterfrikadellen mit Remouladensoße,"2,30 €","4,49 €",D,0
2024-10-25,Vegan,"Grüne Tortellini mit veganer Käsesoße, bunten Gemüsestreifen und Rucola","2,56 €","5,00 €",C,0
2024-10-25,Wok-/Grill,"Choriatiki salata Griechischer Gemüsesalat mit roten Linsen, Oliven, Gurken, Tomaten, Paprika und gebratenem Halloumi","5,48 €","7,35 €",C,0
2024-10-25,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-10-25,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-10-25,Dessert 1,Blaubeerjoghurt,"0,54 €","1,05 €",C,0
2024-10-25,Dessert Gläser,Dessert im Glas,---,---,C,0
2024-10-25,Gemüse 1,Romanobohnen,"0,52 €","1,01 €",A,0
2024-10-25,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-25,Suppe,Asiatische Gemüsesuppe,"0,62 €","1,21 €",A,0
2024-10-28,Eintopf,Eintopf von grünen Bohnen,"1,72 €","3,35 €",A,0
2024-10-28,Essen 1,Maccaroni Blumenkohl Auflauf mit Cheddarkäse,"2,02 €","3,94 €",B,0
2024-10-28,Essen 2,Paniertes Hähnchenschnitzel mit Rahmsoße,"2,19 €","4,28 €",A,0
2024-10-28,Vegan,"Kartoffel-Gemüsepfanne mit Falaffelbällchen, Cashewkernen und Koriander","1,95 €","3,80 €",A,0
2024-10-28,Wok-/Grill,"Tomatenrisotto mit Green Mountain Balls, veganer Feta-Alternative und Rucola","4,31 €","6,18 €",B,0
2024-10-28,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-10-28,Beilage 2,Kroketten,"0,61 €","1,19 €",C,1
2024-10-28,Dessert 1,Vanillepudding,"0,60 €","1,17 €",C,0
2024-10-28,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-10-28,Gemüse 1,Rahmkohlrabi,"0,44 €","0,86 €",A,0
2024-10-28,Gemüse 2,Blumenkohl,"0,44 €","0,86 €",A,0
2024-10-28,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-28,Suppe,Karotten-Ingwersuppe,"0,39 €","0,76 €",A,0
2024-10-29,Eintopf,Deftiger Grünkohl-Kartoffeltopf,"1,70 €","3,57 €",A,0
2024-10-29,Essen 1,Gefüllte Gnocchi mit Ajvarsoße und gebratenen Paprikastreifen,"1,92 €","3,74 €",C,0
2024-10-29,Essen 2,Gebratenes Buntbarschfilet mit Lauchrahmsoße,"2,20 €","4,28 €",A,0
2024-10-29,Vegan,Seitan Ragout mit Mischpilzen und Vollkornnudeln,"2,14 €","4,17 €",A,0
2024-10-29,Wok-/Grill,"""Pimp Your Burger"" Zartes Hähnchenbrustfilet mit Haussoße, Rucola, Pommes frites und Toppings","5,23 €","7,10 €",C,0
2024-10-29,Beilage 1,Rosmarinkartoffeln,"0,62 €","1,21 €",B,0
2024-10-29,Beilage 2,Pommes frites,"0,60 €","1,17 €",C,0
2024-10-29,Dessert 1,Joghurt mit Kirschen,"0,56 €","1,09 €",C,0
2024-10-29,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-10-29,Gemüse 1,Rosenkohl in Sojarahm,"0,48 €","0,94 €",A,0
2024-10-29,Gemüse 2,Brokkoli,"0,76 €","1,48 €",A,0
2024-10-29,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-29,Suppe,Blumenkohlrahmsuppe,"0,54 €","1,05 €",A,0
2024-10-30,Eintopf,Lauchrahmtopf mit Kartoffelwürfeln und Suppengemüse,"1,62 €","3,16 €",A,0
2024-10-30,Essen 1,Allgäuer Käsespätzle mit Lauch und Röstzwiebeln,"2,43 €","4,74 €",B,0
2024-10-30,Essen 2,Saftiger Nackenbraten mit Malzbiersoße,"2,58 €","5,03 €",B,0
2024-10-30,Vegan,Indisches Linsen Dal mit roten Chilis und Koriander,"1,92 €","3,75 €",B,0
2024-10-30,Wok-/Grill,Knusprige Schweinshaxe aus dem Ofen mit Kartoffelpüree und Sauerkraut,"5,06 €","6,93 €",A,0
2024-10-30,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-10-30,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-10-30,Dessert 1,Milchreis mit Zimt und Zucker,"0,74 €","1,48 €",C,0
2024-10-30,Dessert Gläser,Dessert im Glas,---,---,C,0
2024-10-30,Gemüse 1,Wirsing in Sojarahm,"0,44 €","0,86 €",A,0
2024-10-30,Gemüse 2,Kaisergemüse,"0,48 €","0,94 €",A,0
2024-10-30,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-30,Suppe,Curry-Rahmsuppe,"0,52 €","1,01 €",A,0
2024-10-31,Eintopf,Erbseneintopf,"1,73 €","3,37 €",A,0
2024-10-31,Essen 1,Kartoffeltaschen mit Frischkäsefüllung und Grünkohlsoße,"2,04 €","3,98 €",C,0
2024-10-31,Essen 2,Putenstreifen in einer fruchtigen Currysoße,"2,54 €","4,96 €",A,0
2024-10-31,Vegan,Asiatischer Reis-Topf mit Wokgemüse und Sojabohnenkeimlingen,"1,92 €","3,75 €",A,0
2024-10-31,Wok-/Grill,"Rinderschmorbraten mit kräftiger Rotweinjus, Apfelrotkohl und frischen Klößen","5,57 €","7,44 €",A,0
2024-10-31,Beilage 1,Nudeln mit Gemüse,"0,54 €","1,05 €",A,0
2024-10-31,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-10-31,Dessert 1,Pfirsichquark,"0,62 €","1,21 €",A,0
2024-10-31,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-10-31,Gemüse 1,Mischgemüse,"0,50 €","0,98 €",A,0
2024-10-31,Gemüse 2,Romanesco,"0,76 €","1,48 €",A,0
2024-10-31,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-10-31,Suppe,Paprikarahmsuppe,"0,62 €","1,21 €",A,0
2024-11-04,Eintopf,"Möhren ""Durcheinander""","1,72 €","3,35 €",A,0
2024-11-04,Essen 1,"Tortelloni ""Mediterraneo"" mit Kirschtomaten und Sonnenblumenkernen","2,14 €","4,17 €",A,0
2024-11-04,Essen 2,Im Ofen gebackene Hähnchenbrust mit Balsamico-Zwiebel-Jus,"2,72 €","5,30 €",A,0
2024-11-04,Vegan,Cremige Miso-Ingwer-Polenta mit Brokkoli und Champignons,"2,30 €","4,49 €",A,0
2024-11-04,Wok-/Grill,"Lichterfest-Menü ""Rasam Suppe"", ""Gemüse Dal"", ""Double Ka Meetha""","5,76 €","7,63 €",A,0
2024-11-04,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,0
2024-11-04,Beilage 2,Reis mit Gemüse,"0,62 €","1,21 €",A,0
2024-11-04,Dessert 1,Waldbeerjoghurt,"0,46 €","0,90 €",B,0
2024-11-04,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-11-04,Gemüse 1,Mischgemüse in Sojarahm,"0,58 €","1,13 €",B,0
2024-11-04,Gemüse 2,Erbsen,"0,48 €","0,94 €",A,0
2024-11-04,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-11-04,Suppe,"Südindische Rasam-Suppe - Würzig, scharfe Suppe mit Tomaten, Tamarinde, Knoblauch, Koriander und Kreuzkümmel","0,88 €","1,72 €",A,0
2024-11-05,Eintopf,"Hackfleischeintopf ""Budapest"" mit Kartoffeln und Paprika","2,24 €","4,37 €",A,0
2024-11-05,Essen 1,Gnocchiauflauf mit Blattspinat und Tomate,"2,14 €","4,17 €",B,0
2024-11-05,Essen 2,Gebratenes Tilapiafilet mit Kokos-Curry-Gemüse,"2,56 €","4,99 €",A,0
2024-11-05,Vegan,"Veganes "" No-Chicken"" Frikassee","1,84 €","3,59 €",A,0
2024-11-05,Wok-/Grill,"Lichterfest-Menü ""Masoor ki Dal"", ""Biryani"" Mango Lassi","5,02 €","6,89 €",A,0
2024-11-05,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-11-05,Beilage 2,Reis,"0,48 €","0,94 €",A,0
2024-11-05,Dessert 1,Grießpudding mit Himbeeren,"0,74 €","1,44 €",C,0
2024-11-05,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-11-05,Gemüse 1,Leipziger Allerlei,"0,58 €","1,13 €",A,0
2024-11-05,Gemüse 2,Brokkoli,"0,66 €","1,29 €",A,0
2024-11-05,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-11-05,Suppe,"Rote Linsensuppe ""Masoor ki Dal""","0,58 €","1,13 €",A,0
2024-11-06,Eintopf,Pürierter Kartoffeleintopf mit frischer Blattpetersilie,"1,80 €","3,51 €",A,0
2024-11-06,Essen 1,Schupfnudel-Poutine,"2,28 €","4,45 €",C,0
2024-11-06,Essen 2,Hausgemachte Bifteki-Frikadelle mit Hirtenkäsefüllung und Zaziki,"2,50 €","4,88 €",A,0
2024-11-06,Vegan,Vollkornspaghetti mit Kürbis und Karamell-Walnüssen,"1,74 €","3,39 €",A,0
2024-11-06,Wok-/Grill,"Lichterfest-Menü Indische Reissuppe, Tomaten-Dal mit Reis, ""Suji Ka Halwa""","3,82 €","5,69 €",A,0
2024-11-06,Beilage 1,Nudeln,"0,38 €","0,74 €",A,0
2024-11-06,Beilage 2,Pommes frites,"0,60 €","1,17 €",C,0
2024-11-06,Dessert 1,Schokopudding,"0,60 €","1,17 €",C,0
2024-11-06,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-11-06,Gemüse 1,Rustica Karotten,"0,64 €","1,25 €",A,0
2024-11-06,Gemüse 2,Ratatouille Gemüse,"0,46 €","0,90 €",A,0
2024-11-06,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-11-06,Suppe,"Indische Reissuppe - Gemüsebrühe mit Reis , Schmand und Ei","0,74 €","1,44 €",B,0
2024-11-07,Eintopf,Blumenkohl-Curry-Topf mit Kokosmilch,"1,56 €","3,04 €",A,0
2024-11-07,Essen 1,Kartoffelpfanne mit frischem Gemüse und Kräuterquark,"1,54 €","3,00 €",A,0
2024-11-07,Essen 2,Natur gebratenes Stielkotelett mit Schmorzwiebeln und Jus,"2,42 €","4,72 €",A,0
2024-11-07,Vegan,Hausgemachte Linsenlasagne mit Tomatensoße,"2,12 €","4,13 €",A,0
2024-11-07,Wok-/Grill,"Kurzgebratene, ausgelöste Hähnchenkeule mit Erdnusssoße und Risi Bisi","3,78 €","5,65 €",A,0
2024-11-07,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,0
2024-11-07,Beilage 2,Schwenkkartoffeln,"0,62 €","1,21 €",C,0
2024-11-07,Dessert 1,Bananenquark,"0,76 €","1,48 €",B,0
2024-11-07,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-11-07,Gemüse 1,Delikatessbohnen,"0,44 €","0,86 €",A,0
2024-11-07,Gemüse 2,Buntes Gemüse mit Kichererbsen,"0,66 €","1,29 €",A,0
2024-11-07,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-11-07,Suppe,Kartoffelsuppe,"0,46 €","0,90 €",A,0
2024-11-08,Eintopf,Ribollita - Toskanischer Bauerntopf,"1,80 €","3,51 €",A,0
2024-11-08,Essen 1,"Tellerrösti ""à la Popeye"" mit Blattspinat, getrockneten Tomaten und Hirtenkäse","2,44 €","4,76 €",C,0
2024-11-08,Essen 2,Alaska-Seelachsfilet in Eihülle und Senf-Dillsoße,"2,56 €","4,99 €",A,0
2024-11-08,Vegan,"Süße Spätzle mit Mohn, heißen Kirschen und Mandeln","1,70 €","3,32 €",C,0
2024-11-08,Wok-/Grill,"Argentinische Steakhüfte mit Pfefferrahmsoße, Pommes frites und Salat","6,94 €","8,81 €",A,0
2024-11-08,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-11-08,Beilage 2,Spätzle,"0,58 €","1,13 €",A,0
2024-11-08,Dessert 1,Joghurt mit Müsli,"0,43 €","0,84 €",C,0
2024-11-08,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-11-08,Gemüse 1,Blumenkohl-Brokkoli-Mix,"0,54 €","1,05 €",A,0
2024-11-08,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-11-08,Suppe,Curry-Rahmsuppe,"0,50 €","0,98 €",A,0
2024-11-11,Aktion,"Seitan-Gulasch mit Backpflaumen, frischem Rotkohl und Kartoffel-Klöße","3,93 €","5,79 €",A,0
2024-11-11,Eintopf,Lauchrahmtopf mit Kartoffelwürfeln und Suppengemüse,"1,50 €","2,93 €",A,0
2024-11-11,Essen 1,"Kartoffelnudeln mit Kraut, Paprikastreifen und Speck","1,86 €","3,63 €",B,0
2024-11-11,Essen 2,"Paniertes Putenschnitzel ""Balkan Art""","2,48 €","4,84 €",A,0
2024-11-11,Vegan,Frische Kartoffelknödel mit Champignons in Sojarahm,"2,54 €","4,95 €",A,0
2024-11-11,Wok-/Grill,"Rosagebratene Entenbrust auf einer Rotwein-Backpflaumensoße, Rotkohl und Kartoffelklößen","7,66 €","9,53 €",B,0
2024-11-11,Beilage 1,Kroketten,"0,62 €","1,21 €",C,1
2024-11-11,Beilage 2,Reis mit Paprika und Erbsen,"0,76 €","1,48 €",A,0
2024-11-11,Dessert 1,Vanillepudding,"0,58 €","1,13 €",C,0
2024-11-11,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-11-11,Gemüse 1,Karottenscheiben,"0,34 €","0,66 €",A,0
2024-11-11,Gemüse 2,Mischgemüse,"0,66 €","1,29 €",A,0
2024-11-11,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-11-11,Suppe,Kohlrabicremesuppe,"0,48 €","0,94 €",A,0
2024-11-12,Eintopf,Steckrüben-Rosenkohl-Eintopf mit Kartoffeln und Möhren,"1,50 €","2,93 €",A,0
2024-11-12,Essen 1,"Fleischbällchen ""Köttbullar"" mit Rahmsoße und Preiselbeeren","2,56 €","4,99 €",C,0
2024-11-12,Essen 2,Gebratenes Rotbarschfilet mit Lauchrahmsoße,"2,56 €","4,99 €",A,0
2024-11-12,Vegan,"""Joys Kürbis-Curry"" mit Kichererbsen, Spinat, Kokosmilch, Ingwer und Koriander","1,88 €","3,67 €",C,0
2024-11-12,Wok-/Grill,"""Pimp Your Burger"" - Rindfleischpatty mit Salat, unserer Haussoße, Pommes frites und Toppings nach Wahl","5,90 €","7,27 €",D,0
2024-11-12,Beilage 1,Reis,"0,48 €","0,94 €",A,0
2024-11-12,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-11-12,Dessert 1,Milchreis mit Zimt und Zucker,"0,72 €","1,40 €",C,0
2024-11-12,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-11-12,Gemüse 1,Romanobohnen,"0,52 €","1,01 €",A,0
2024-11-12,Gemüse 2,Wirsing in Sojarahm,"0,44 €","0,86 €",A,0
2024-11-12,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-11-12,Suppe,Tomatensuppe,"0,54 €","1,05 €",A,0
2024-11-13,Aktion,"Choriatiki salata Griechischer Gemüsesalat mit roten Linsen, Oliven, Gurken, Tomaten, Paprika und warmen veganem Fetakäse","5,24 €","7,11 €",C,0
2024-11-13,Eintopf,Unser Bestseller: Ungarische Gulaschsuppe,"3,06 €","5,97 €",A,0
2024-11-13,Essen 1,Farfalle-Nudeln mit Rahmspinat und Rührei,"1,96 €","3,82 €",A,0
2024-11-13,Essen 2,Knusprig gebratener Schweinebauch mit Zwiebel-Apfelragout,"2,26 €","4,41 €",D,0
2024-11-13,Vegan,Pulled Jackfruit Tortilla mit BBQ-Soße,"2,56 €","4,99 €",A,0
2024-11-13,Wok-/Grill,"Choriatiki salata Griechischer Gemüsesalat mit roten Linsen, Oliven, Gurken, Tomaten, Paprika und gebratenem Halloumi","5,02 €","6,89 €",C,0
2024-11-13,Beilage 1,Schwenkkartoffeln,"0,62 €","1,21 €",C,0
2024-11-13,Beilage 2,Reis,"0,48 €","0,94 €",A,0
2024-11-13,Dessert 1,Pfirsichjoghurt,"0,68 €","1,33 €",C,0
2024-11-13,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-11-13,Gemüse 1,Leipziger Allerlei,"0,58 €","1,13 €",A,0
2024-11-13,Gemüse 2,Brokkoli,"0,66 €","1,29 €",A,0
2024-11-13,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-11-13,Suppe,Pürierte Erbsensuppe,"0,54 €","1,05 €",A,0
2024-11-14,Eintopf,Erbseneintopf,"1,84 €","3,59 €",A,0
